the_geom,cartodb_id,id_expedicion,fecha,localidad,equipo,lon,lat
0101000020E6100000201620C0D831E7BFEF1EA0FB72D44240,31,1,2020-05-08,Cavanna,Sample,-0.7248348,37.659759
